name,vat,street,street2,city,zip,phone,mobile,email,is_company,customer_rank
AMCHEM PRODUCTS PVT LTD,09AAACA0770A1ZB,"98, ECOTECH 12, GREATER NOIDA (WEST)",,GREATER NOIDA,201306,,9818644865,sm@amchemproducts.com,True,1
AMCHEM PRODUCTS PVT.LTD,09AAACA0770A1ZB,"A-79,, SECTOR-58,",,NOIDA,201301,91-11-8-4580121,,info@amchemproducts.com,True,1
AMI CHEM,27AACPU0871B1ZW,"403 PARLESHWAR SMRUTI, PARANJAPE A SCHEME ROAD NO.1",VILE PARLE EAST,MUMBAI,400057,,,naineshudani@hotmail.com,True,1
AMI ENTERPRISES,27AACPG2769E1ZV,"FLAT NO.20, ZAVER APT., 4TH FLOOR,, PLOT NO.76/77/, ZAVER ROAD,",MULUND (W),MUMBAI,400080,25605694,9223395309,amient1976@gmail.com,True,1
AMI LIFESCIENCES PVT.LTD.,24AAGCS9549F1Z2,"82/B,ECP Canal Road,, At & Po karakhadi, Ta-Padra.","Dist. Vadodara, Gujarat, India.",Karakhadi,391450,"+91-2662-273312,",,,True,1
AMI ORGANICS  LIMITED,24AAGCA4014R1ZL,"PLOT NO.440/4,5 & 6,PLOT NO., 8206-B,ROAD NO.82/A & PLOT NO.478,479 &","494,495,ROAD NO.82/C,GIDC,SACHIN,",SURAT,394230,91-261-2397193-94,,purchase@amiorganics.com,True,1
AMI ORGANICS LIMITED,24AAGCA4014R1ZL,"PLOT NO.478,479 & 494,495, ROAD NO.82/C, GIDC SACHIN,",SURAT,SURAT,394230,0261-2397193-94-95,,,True,1
AMI RIDDHI CHEM PVT LTD,27AAGCA7111H1ZW,"OFF NO.3,GOKUL APARTMENT,, HARIDAS NAGAR,SHIMPOLI ROAD,",BORIVALI (W),MUMBAI,400092,46123022/23/24,,info@amiriddhient.com,True,1
AMI RIDDHI CHEM PVT.LTD.,27AAGCA7111H1ZW,"UNIT NO. GP 04, 2ND FLOOR,, RAGHULEELA MEGAMALL  PREMISES CO.OP. SOC","BEHIND POISAR DEPOT, KANDIVALI",MUMBAI,400067,022 -46123000,,,True,1
AMIZARA CHEMICALS,27BATPS0610L1ZA,"A-207 , KEDARNATH CHS LTD., SUDAMA, NAGAR, 60 FEET ROAD",BHAYANDER WEST,THANE,401101,9221044464,+91 9221044464,amizarachemicals@gmail.com,True,1
AMJEY CHEM TRADE PVT LTD,27AAGCA3637E1ZV,"402,4TH FLOOR,NANAK CHEMBER, OPP.LAXMI IND-ESTATE,",ANDHERI (W),MUMBAI,400053,42418100/13,93231445185,accounts.mumbai@amjeygroup.com,True,1
AMJEY CHEM TRADE PVT.LTD.,07AAGCA3637E1ZX,"507,A D MALL,, NETAJI SHUBHASH PLACE,","PITAMPURA,",DELHI,110034,011-27354507,9350066998,delhi@amjeygroup.com,True,1
AMJEY CHEM TRADE PVT.LTD.DELHI,07AAGCA3637E1ZX,"GODOWN NO.1 AND 2,, KH NO.743,GALI NO.6,","GURUDWARA ROAD,SIRASPUR DELHI",DELHI,110042,011-27354507,9350066998,delhi@amjeygroup.com,True,1
AMOGH CHEMICALS PVT.LTD,27AACCA4641E1Z1,"W-79-80,, M.I.D.C. AREA, MANKIVLI VILLAGE",,BADLAPUR,,,,,True,1
AMOGH SPECIALITY,27ABBFA6238N1Z6,"SHED NO. W-34B, MORIVALI VILLAGE",M.I.D.C. AMBERNATH WEST,AMBERNATH,,,,amoghspeciality@hotmail.com,True,1
AMPSON ENGINEERING PVT.LTD,27AAACA3817G1ZZ,"PLOT NO.N-26 MIDC, TARAPUR INDUSTRIAL AREA",DIST-PALGHAR,BOISAR,401506,9769476615  / 7021764801,,rajkumar@ampson.net,True,1
AMRIT POLYCHEM PVT LTD,27AAKCA4057E1ZR,"404,GURU KRUPA,, 133,KAZI SAYED STREET,","MASJID BUNDER,",MUMBAI,400003,22-66312476/2876,ANDHERI-28389965,amritchem@gmail.com,True,1
AMRUT INDUSTRIAL PRODUCTS,,"ANAND BHUVAN, PRINCESS STREET",SHAMALDAS GANDHI MARG,MUMBAI,400002,66312908,,,True,1
ANAND ENTERPRISES,27AAAPC9106H1Z2,"104.MONALISA APARTMENT,, 1ST FLR,KASTURBA ROAD,",MALAD (W),MUMBAI,400064,022-65093979,9821662330,ashok@anandenterprises.co.in,True,1
ANANT AGARBATTI WORKS,,"9-11 CHANDULAL ESTATE,, NAGAR WELHANUMAN ROAD,","NR.KAIVAL KANTA,RAKHIAL,",AHMEDABAD,380023,2274052/2277305220,,anantfragrance@gmail.com,True,1
ANANT ORGANICS,,"11,MANU SMRUTI, R.R.T ROAD",MULUND (W),MUMBAI,400080,5649161,9223433290,,True,1
ANDHRA BANK,,"BRANCH : MOUNT ROAD,CHENNAI, A/C INRHYTHM ENERGY LIMITED","PLOT NO.6,ROAD NO.78,FILM JUBLIEE NAGAR",HYDERABAD,38,,,,True,1
ANGELS PHARMA INDIA PVT.LTD,37AAOCA2479G1ZC,"PLOT NO .12,J.N.PHARMA CITY, PARWADA",VISAKHAPATNAM,VISAKHAPATNAM,531021,9100990038,,purchase@tagoorchemicals.com,True,1
ANIL ORGANICS,24AEAPS2639P1Z3,"604-605,SHREE BALAJI HEIGHTS, BESIDES IDBI BANK,OFF C.G.ROAD","NR.TANISHQ SHOWROOM,NAVRANGPURA",AHMEDABAD,380009,9825006400,9327030630,info@anilorganics.com,True,1
ANIRUDH COATING ENTERPRISE,27BGTPG8807M1ZL,"Wing -E-1,, office no 203,","Ganga village handewadi road,","Hadpsar,Pune",411028,,9545796579,anirudhcoating063@gmail.com,True,1
ANJALI IMPEX,27AKLPB2931L1Z3,"609,PARMESHWARI CENTRE, M.M. MALAVIYA ROAD",MULUND  ( WEST),MUMBAI,400080,42156252,9920664234,info@anjaliimpex.in,True,1
ANJAN DRUG PRIVATE LIMITED,33AAACA5168N1ZJ,"PLOT NO .85-88,105-109 &112-116,, SIPCOT INDUSTRIAL PARK (EPIP),","GUMMIDIPOONDI,THIRUVALLUR DISTRICT,",TAMILNADU,601201,9444018446,9444018446,shanthi@anjandrug.net,True,1
ANKIT ENTERPRISE,27AAHFA5011G1ZW,"504, FAIZ E QUTBI BLDG,, 375 NARSHI NATHA SREET,","MASJID BUNDER,",MUMBAI,400009,022-23427325,,,True,1
ANKIT ENTERPRISES,27AEQPS2996K1ZF,"A/3/415,KAMALA PARK,, 60 FEET ROAD,OPP.NAVRANG HOTEL,",BHAYANDAR (W),DIST:THANE,401101,,9324586192/,atul.ankitenterprises@gmail.com,True,1
ANKIT PHARMA CHEM,27FPHPS9953H1Z0,"502, PURVA PLAZA CHS,, OFF SV ROAD, SHIMPOLI ROAD,","OPP. ADANI ELECTRICITY,BORIVALI (WEST),",MUMBAI,400092,7666799756,,ankitpharmachem09@gmail.com,True,1
ANKITA CHEMICAL CORPORATION,,"7,SAWAN BHAWAN,, NAIGAUM CROSS ROAD,","DADAR (E),",MUMBAI,400014,24118008\24111128,,ankitachemco@yahoo.com,True,1
ANKITA CHEMICALS,,"2/2,MEHTA MANSION,, DR.BABASAHEB AMBEDKAR ROAD","BEHIND PUNJAB NATIONAL BANK,LALBAUG",MUMBAI,400012,24701968,9820341396,,True,1
ANKITA CHEMICALS CORPORATION_,27ABBFA8423H1ZK,"SHOP NO.5,SHANTI KUNJ BLDG,, 87-H, NAIGAUM CROSS ROAD","DADAR (E),",MUMBAI,400014,24118008\24111128,,ankitachemcorp@gmail.com,True,1
ANKITA CHEMICALS CORPORATION__,27ABBFA8423H1ZK,"C/O.ADITYASERVICES,, SHED NO.9/7A,SURVEY NO.172,HISSA NO.2,3,","-4 ARUN COMPOUND, DAL MILL COMPOUND,PU-","RNA VILLAGE,BHIWANDI",421302,,,,True,1
ANKUSH ENTERPRISE,,"A/302,SKYLINE EPITOME,, KIROL ROAD,NR.JOLLY GYMKHANA,","KIROL VILLAGE,","VIDYAVIHAR (W),MUMBAI",400086,65092116/2117/2118/66958000,,rahul@ankushenterprise.com,True,1
ANLON CHEMICAL RESEARCH ORGANIZATION,,"101/102,SILVER COIN COMPLEX,, OPP.CRYSTAL MALL,","KALAWAD ROAD,",RAJKOT,360005,,9867400011/9322881221,samorganics@gmail.com,True,1
ANNU INDUSTRIES PVT LTD,06AAECA8479N1Z0,"DEHKORA ROAD,, ROHAD BYPASS,","BAHADURGARH JHAJJAR,",BAHADURGARH,124507,,9810075220,amber@annupusystems.com,True,1
ANSH CHEM INTERNATIONAL,27AACPP4743M2ZA,"C-79/8 DEV NAGAR CHS LTD, NR. BHATIA SCHOOL",KANDIVALI (WEST),MUMBAI,400067,35940099,9987036753/9223433782,anshchemint@gmail.com,True,1
ANSHUL SPECIALTY MOLECULES PVT LTD,27AABCA4003H1Z8,"PLOT NO.108,109 & 110,, M.I.D.C DHATAV ROHA,",,DIST ; RAIGAD,402116,02194-263581\83,,mohite@anshulchemicals.com,True,1
ANTARES CHEM PRIVATE LIMITED,27AADCV6809L1ZU,"B-7/8,SATYAM SHOPPING CENTER, M.G.ROAD",GHATKOPAR (E),MUMBAI,400077,022-25017001,,,True,1
ANUPAM RASAYAN INDIA LTD,24AAECA4575D1ZY,"PLOT NO.8109 TO 8111,8104 & 268/1, G.I.D.C.",SACHIN,SURAT,394230,0261-2398991-95,9099900680 SARFRAZ,sarfaraz@anupamrasayan.com,True,1
ANURAG MARBLE & CHEMICALS,,"123/2,ASHOK NAGAR,, UDAIPUR,",,RAJASTHAN,313001,,,,True,1
ANU'S LABORATORIES LIMITED,,"SURVEY NO.17,CHILAKAMARRI VILLAGE, NEAR 52 NDKM,SHANDNAGAR MAHABOOB NAGAR",HYDERABAD ON 7,ANDHRA PRADESH,509216,08548-252877/250677/23741677/23750035,,anulabs@anulabs.com,True,1
ANUSHKA CHEMICALS,27BFHPS8789D1ZP,"C/1203,AVIRAHI,, PREM NAGAR, NEAR SHANTI GARDEN",MIRA ROAD (E),THANE,401107,,9967052315,,True,1
A-ONE CHEM TRADE PVT.LTD.,24AAGCA2480D1Z4,"A-807,808 TIME SQUARE ARCADE II,, NEAR AVLON HOTEL,SINDHU BHAVAN ROAD,","BODAKDEV,",AHMEDABAD,380054,079- 2656272,,purchase@aonechemtrade.com,True,1
APAR TRADING CO.,27AACPS7999G1ZX,"230,LAYJAWALA HOUSE,, GR FLR,OPP.G.T.B.NAGAR RLY.STN.,","SION (EAST),",MUMBAI,400022,24083551/52,9221053797,apartrade@gmail.com,True,1
APEX ENTERPRISES,27AACPM4133C1Z7,"A-303,MAHARANI,PLOT NO.62,, SECTOR NO.17,","VASHI,",NAVI MUMBAI,400703,,9820286616,apexent66@gmail.com,True,1
APOORVA PRINTING INKS,,"S.F.NO.568/A/5,VADIVU NAGAR, SEEYON NAGAR,CHETTIPALAYAM ROAD",PODANUR,COMBATORE,641023,9751411323/9751413542,,rameshinnova@rediffmail.com,True,1
APRA ENTERPRISES,27AABPB2538B1ZG,"1,SAI CHAMBERS,2ND FLOOR,, 365,NARSHI NATHA STREET,","KATHA BAZAR,",MUMBAI,400009,022-22040600 / 022-22040900,+91-9833369934 / +91-983317169,viraj@apraenterprises.in,True,1
APURVA INDIA PRIVATE LIMITED,27AACCA0690D1Z2,"PLOT NO.F-4/11,MIDC,TARAPUR,, BOISAR, DIST:THANE",,THANE,401506,022-67415040,,,True,1
AQUATIC REMEDIES PVT.LTD,,"218-219,KAILASH PLAZA,, VALLABHBAUG LANE,","GHATKOPER (E),",MUMBAI,400075,67255555,9820817950,,True,1
AQUILA ORGANICS PVT.LTD,27AAGCA6642K1ZF,"GUT NO 9(2),10(2),11(2), VILLAGE ABITGHAR, TAL WADA","DIST PALGHAR, WADA",MAHARASHTRA,421303,8149111667,09158822291,,True,1
AR LIFE SCIENCES PVT.LTD,36AAGCA5553K1ZG,"PLOT NO.338,, S.V.CO-OP INDUSTRIAL ESTATE,",JEEDIMETLA,HYDERABAD,500055,040-2309767,,,True,1
AR LIFE SCIENCES PVT.LTD (UNIT-2),,"PLOT NO.34/C,, J.N.PHARMA CITY,",PARAWADA (VILLAGE & MANDAL),VISAKHAPATNAM,531021,91-08924-236106,91-8096661273,,True,1
ARAYA VENTURES LLP,27ABOFA4217G1ZH,"No. 3, Gujarat Industrial Estate,, 1st Floor, Opp. Acme Amay Building","Vishweshwar Nagar Road,Goregaon east",Mumbai,400063,22-42874444,9820077516,,True,1
ARCHANA HATE,,", ",,,,,,,True,1
ARCHI EXIM PVT LTD,24AAGCA5521R1ZF,"807, Akik complex,Nr. Parshwa Tower,, Opp. Rajpath Club,","Sarkhej-Gandhinagar High way,Bodakdev",Ahmedabad,380015,91-79-66316670,,accounts1@archiimpex.com,True,1
ARCHIMEDIS LABORATORIES PVT LTD_,37AAFCA0358R2Z7,"SY NO.108 &109,, JAYANTHIPURAM VILL","JAGGAIAHPET MANDAL,NTR DIST",ANDHRA PRADESH,521175,,91-8096169888/9133200061,archimedislabsjpt@gmail.com,True,1
ARCHIMEDIS LABORATORIES PVT.LTD,36AAFCA0358R1ZA,"SY NO.238, DOTHIGUDEM VILL,,, POCHAMPALLY MANDAL,",YADADRI-BHUVANGIRI,DIST.TELANGANA,508284,040-24038670,,purchase.archimedislabs@gmail.com,True,1
ARCHROMA INDIA PVT LTD,27AALCA6844Q1ZU,"9TH FLLOR, D BLDG,, MBC PARK,NEAR HYPER CITY MALL","KASARWADAVALI,GHODBUNDER ROAD",THANE,400615,39385704\33836899,9819982799,alfred.pinto@archroma.com,True,1
ARCOY INDUSTRIES (INDIA) PVT.LTD,24AABCA2785J1ZO,"282/9,NR.PARAMESHWAR PETROL PUMP,, DHOKLA ROAD,","BADARKHA,",AHMEDABAD,382260,,,,True,1
ARENE LIFE SCIENCES (UNIT 3) PVT LTD,36AAFCA6947C1ZQ,"SURVEY Nos:12 & 13, YAVAPUR (V),, SADASIVAPET",SAGAREDDY DISTRICT,SANGAREDDY,502291,,,,True,1
ARENE LIFE SCIENCES LIMITED,27ABBFA8338F1ZI,"PLOT NO.48-50 & 209-211,, IDA,PHASE-II,PASHAMYLARAM,","PATANCHERU,MEDAK,DIST:A.P.",MEDAK,502307,08455-241148/244489,,csr@srdrugs.in,True,1
ARHAM INTERMEDIATES,27AJJPD1805A1ZX,"505/Padam Apts, Nahur Road,, Sarvodaya Nagar,","Mulund (W),",Mumbai,400080,9892943673,,arhamintermediates@gmail.com,True,1
ARIHANT  ENTERPRISES,27AAUPS5388K1ZJ,"5, DEVANG BLDG, PLOT NO.53,, 90 FEET ROAD, GARODIA NAGAR,",GHATKOPAR E,MUMBAI,400077,,9136033431,,True,1
ARIHANT CHEMICALS,27AAGPB5171K1ZP,"5/A,NEW DALVI NAGAR,, SHIMPOLI ROAD,",BORIVALI (W),MUMBAI,400092,22-66313272,9869209842/9869011645,arihantchem95@gmail.com,True,1
ARIHANT ENTERPRISES,27AAUPS5388K1ZJ,"A/1,MOHAN TERRACE,, NR.SUVARNA HOSPITAL,","KASTUR PARK,BORIVALI (W),",MUMBAI,400092,65092684/28331322,,arihantsidh@yahoo.co.in,True,1
ARIHANT FOAM (P) LTD,03AACCA9036F1Z2,"VILLAGE KURANWALA,, DERABASSI-BARWALA ROAD,","DERABASSI,",PUNJAB,,,9814601116,info@arihantfoam.com,True,1
ARIHANT IMPEX,27ABCPM2728G1ZS,"A-13, Ajanta Darshan CHS,, Jijai Nagar, Namdeo Path no.4,","Gograswadi, Dombivali -East,",Dombivali,421201,,9223432580,arihantimpex2580@gmail.com,True,1
ARISTON PHARMA NOVATECH PVT LTD,,"D.NO.5-5-35/136/b,, PRASANTHI NAGAR,IDA,","KUKATPALLY,",HYDERABAD,500072,040- 42000293 / 42402108,99597 66647,pawan.sharma@aristonpharmanovatech.com,True,1
ARK GOLDEN INDIA PVT. LTD.,34AAECA2835Q1ZF,"RS NO. 19/3A, MALIAM MAIN ROAD,, SEDARAPET,",,PONDICHERRY,605111,0413-3290389,09662024087,baroda@arkgolden.com,True,1
ARK GOLDEN INDIA PVT.LTD.,24AAECA2835Q1ZG,"BLOCK NO.238, MUVAL MOBHA ROAD, P.O. MUVAL, TALUKA PADRA",VADODARA,VADODARA,391430,,9662024087,,True,1
ARKEMA CHEMICALS INDIA PVT.LTD,27AAACC6482F1ZO,"D-43(1) TRANS THANE CREEK,, M.I.D.C.INDUSTRIAL AREA,","SHIRAVANE,",NAVI MUMBAI,400706,65137102-08,67377181 SUSHMA,soham.bahadkar@arkema.com,True,1
AROFINE POLYMERS PRIVATE LIMITED,27AAACA3258K1ZN,"C-33,M.I.D.C. CHAKAN,, PUNE",,PUNE,410501,9552522143,,purchase@arofines.in,True,1
AROMA SALES CORPORATION,07AAAPJ3041N1ZU,"73,PHASE -2,, BADLI INDUSTRIAL ESTATE,",,DELHI,110042,"-91-11-40346000,40347000",,sales@aromassales.in,True,1
AROMAX TRADING P LTD,33AALCA7813R1Z4,"136 NYNIAPPA NAICK STREET, ",CHENNAI,CHENNAI,600000,,,,True,1
ARON UNIVERSAL LIMITED,29AACCA0449A1Z7,"PLOT NO : 25/1 , 2ND PHASE,, JIGANI INDUSTRIAL AREA,",ANEKAL TALUK,BANGALORE,560105,+91-80-27825315 / 331 / 08110-416222,(0)9741125315/ 9538863519,,True,1
ARPAN AROMATICS,24AALFA3875G1ZE,"14, MASKATI MARKET, NEAR MOTIMAHAL HOTEL, KALUPUR, AHMEDABAD",AHMEDABAD,,380002,079 2217 3788,,arpanaromatics@yahoo.co.in,True,1
ARTEK SURFIN CHEMICALS LTD.,27AAACA3374Q1ZA,"ARTEK-VASAI:PLOT NO.36 & 37,, SECTOR-II,VASAI TALUKA INDL.CO.OP ESTATE","LTD,VILLAGE-GAURAIPADA,PALGHAR","VASAI (E),DIST.THANE",401208,40320157/158 /180,c form AMIT : 40320188,julie@artekchemicals.com,True,1
ARTEK SURFIN CHEMICALS LTD-DAMAN-II,,"w.e.f.27/11/2014, SURVEY NO.738/3B,OPP.JOLLY CONTAINERS",VILL; DHABEL,NANI DAMAN,,,,julie@artekchemicals.com,True,1
ARUN ENTERPRISES,27AAFPP6009H1ZO,"203 MODI HOUSE, 2 ND FLOOR, BAJAJ CROSS ROAD, NR.KANDIVALI RLY STN",KANDIVALI -WEST,MUMBAI,400067,2866 2302,93222 34217,arunents@yahoo.com,True,1
ARVIND CHEMICAL INDUSTRIES,27ACPPJ1628Q1ZY,"201,ORIENTAL HOUSE,, 229/231,SAMUEL STREET,",,MUMBAI,400003,022-26733174,,aci.sales06@gmail.com,True,1
ARYALAC CHEMICALS,27ABBFA4083D1ZS,"KH-1/37/204, VASTU VIHAR, SECTOR-16,","KHARGHAR , RAIGAD , MAHARASHTRA NAVI MUM",,410210,27410095,8097747723,chetan.aryalac@gmail.com,True,1
ARYALAC COATINGS PRIVATE LIMITED,27AAWCA1122C1ZZ,"PLOT NO E 64,NEAR TITAN ASIA, ADDITIONAL MIDC, PATALGANGA","AT BUDRUK, TAL PANVEL",RAIGAD,410207,9637776588,,aryalac.finance@gmail.com,True,1
ARYAN PETRO CHEM,27AOMPS4550H1ZJ,"B-501,SHREEJI RESIDENCY, NEXT TO NAVNEET HI-TECH HOSPITAL","S.V.ROAD, DAHISAR EAST",MUMBAI,400068,28906274,9867171655,aryan_cem@rediffmail.com,True,1
ARYANN CHEMICAL TRADING PRIVATE LIMITED,27AATCA8161G1Z9,"A/1303,13 TH FLOOR, RAHEJA CENTRE PREMISES CHS LTD","FREE PRESS MARG, NARIMAN POINT",MUMBAI,400021,69112500,9321514399,bhiwandi@aryannchem.com,True,1
ASAWA INSULATION PVT.LTD,27AAICA3031C1Z9,"PLOT NO.52 & 53,ARKOSE INDUSTRIAL ESTATE, ADHOSHI ROAD DEKHU,","SAJGAON,TAL.KHALAPUR,",KHOPOLI,410203,2192-262347/48,7768005091-100,accounts@asawainsulation.com,True,1
ASCENT CHEMTRADE,27AGKPD5173D1ZK,"103,PLOT NO.66,, KANDIVALI SAIKRUPA CHS LTD,","DATTA MANDIR ROAD,KANDIVALI WEST,",MUMBAI,400067,,7900129070/9664194455,ascentchemtrade@gmail.com,True,1
ASHA COLOURS,,"248,GANJ SAHID DARGAH PLOT,, RADHEDYE CHEM COMPOUND,","DANILIMDA,",AHMEDABAD,,,9898095470 NARDA (KAUSHIK JOSH,,True,1
ASHAPURA AROMAS PVT .LTD,27AAECA1709P1ZH,"119, CHAMPAKLAL INDUSTRIAL ESTATE, NEXT TO SION MTNL EXCHANGE,",SION EAST MUMBAI,MUMBAI,400022,,,,True,1
ASHAPURA AROMAS PVT LTD,27AAECA1709P1ZH,"UNIT NO.1,2,3,4 SHED -59, H.NO. -1168,, ARIHANT COMMERCIAL COMPLEX, PURNA","VILLAGE,BHIWANDI",DIST.THANE,421302,022-24012225/ 24074493,,sagar.beloshe@anupamindustries.com,True,1
ASHAPURA AROMAS PVT.LTD,27AAECA1709P1ZH,"23, CHAMPAKLAL INDUSTRIAL ESTATE,, NEXT TO SION MTNL EXCHANGE,",SION (E),MUMBAI,400022,,91 8291899462,dhanraj.sontakke@ashapuraaromas.com,True,1
ASHAPURA CHEMICALS,27AAXPP0354K1Z3,"B-403,4TH FLOOR,, NEERA GOVIND,","SAROJINI NAIDU ROAD,MULUND WEST",MUMBAI,400080,,9820812844,ashapura_chemicals@yahoo.co.uk,True,1
ASHIRWAD PHARMA,27AFCPM9793D1Z3,"106/B, OM-SHIVAM CHS LTD, RAIYANI GRAM NO.2,SHIMPOLI ROAD",BORIVALI-WEST,MUMBAI,400092,0922 32 50 789 / 0986 91 56 278,,ashirwadpharma@gmail.com,True,1
ASHOK CHAMARIA,,"104,MONALISA APT.,1ST FLR,, KASTURBA ROAD,","MALAD (WEST),",MUMBAI,400064,022-65093979,,ashok@anandenterprises.co.in,True,1
ASHOK ENTERPRISE,,"301,BHAVESHWARE COMPLEX, OPP.RAILWAY STATION",VIDHYAVIHAR (W),MUMBAI,400086,25090244-45-46,,asiacthemicals@vsnl.com,True,1
ASHOK IMPEX,24AAIFA8108P1Z6,"11-12, M.J.Complex,, Plot No:-4788, G.I.D.C.Main Road","Nr,GIDC Water Tank",Ankleshwar,393002,02646-223742,09328376976,ashokimpexank@gmail.com,True,1
ASHOKA MARKETING AGENCIES,,"168,GOVINDAPPA NAICKEN STREET, 2ND FLOOR,",,CHENNAI,600001,"2538-6740,25380262",,ashokamarketing@gmail.com,True,1
ASHOKAA INVENTIVE CHEMICALS,27ABXFA6507E1Z7,"286/288, SAMUEL STREET,, 2 ND FLOOR,","VADGADI,",MUMBAI,400003,022-23451985,,ashokaainventive@gmail.com,True,1
ASHONUJ CHEM PVT.LTD,27AADCA2995C1ZP,"A/672,TTC INDUSTRIAL AREA, M.I.D.C. MAHAPE",THANE BELAPUR ROAD,NAVI MUMBAI,400705,27780473-27781956,,ashonuj@gmail.com,True,1
ASHTAVINAYAK TRADING CORPOARTION,27ABBFA2020N1ZQ,"MILKON HEAVY ENGINEERING CO.,, T-103,","GENERAL BLOCK MIDC,BHOSARI",PUNE,411026,,,atcpuf@gmail.com,True,1
ASIAN AZOLES PVT.LTD.,,"PLOT NO.75/2,""J"" TYPE,, 1ST PHASE,GIDC,",,"VAPI,GUJARAT",396195,,,,True,1
ASIAN FLAVOURS & FRAGRANCES (BOMBAY),27AAAFA1497R1ZY,"PLOT NO.R-409,, TTC INDUSTRIAL AREA,","M.I.D.C. RABALE,",NAVI MUMBAI,400701,022-27602266/27601169,,info@asianflavours.in,True,1
ASIAN PAINTS LIMITED,36AAACA3622K1ZW,"PI Nos 50 -55,, Industrial Development Area","Sangareddy, INDIA",PATANCHERU,502319,,9500390117,,True,1
ASIAN PAINTS LTD (1950),27AAACA3622K1ZV,"APL BLD NO 8 K SQUARE LOGISTICS PARK,, NEAR PADGA TOLL NAKA,","MUMBAI -NASHIK HIGHWAY,","BHIWANDI,THANE WST",421101,62181809,,shweta.bhagwat@asianpaints.com,True,1
ASIAN PLASTOWARES PVT.LTD.,25AACCA0715F1ZC,"PLOT NO. 99/3,99/4 & 99/5,, VILLAGE KADAIYA , BHIMPORE,","DAMAN,UT.",DAMAN,396210,,,,True,1
ASMIRA PAINT MFG. PVT.LTD.,27AACCA7063L1ZG,"ASMIRA HOUSE, ASLAM COMPOUND,, SHREE NAGAR, SAKI -VIHAR ROAD,","SAKINAKA ,",MUMBAI,400072,"022-28570685,28470686",,,True,1
ASSOCIATE ALLED CHEMICALS (I) PVT LTD E6,27AACCA0687L1ZG,"BLDG NO. E-6, GALA NO. 9 TO 13, GROUND,, 1 & 2 FLOOR SHREE ARIAHANT COMPOUND,","RETIBUNDER ROAD, KALHER VILLAGE,BHIWANDI",THANE,421302,022 2419 8800,9819835142,support@aacipl.com,True,1
ASSOCIATED DYE CHEM CORPORATION,27AALFA0313K1ZO,"403-FAIZ-E-QUTBI,, 375,NARSHI NATHA STREET,",,MUMBAI,400009,23427716/66312855,9323127716/9323127325,associateddyechem@gmail.com,True,1
ASTER INDUSTRIES,36AAFFA3371D1ZU,"ASTER INDUSTRIES, SY NO.717 KONDAMADUGU (V),","BIBINAGAR, YADADRI (DIST)",BIBINAGAR,508126,,9515120016,,True,1
ASTERIX REINFORCED LTD,27AAACO9377P1ZJ,"M-69,MURBAD MIDC,IND.AREA, KUDAVALI VILLAGE,MURBAD,THANE",OPP.TAIGAR STEEL,THANE,421401,66998802,,sales@asterixreinforced.com,True,1
ASTRA LIFECARE (INDIA) PVT.LTD,,"PLOT NO.57/P,SAREKHEJ-BAVLA HIGHWAY, TALUKA-BAVLA",AHMEDABAD,RAJODA,382220,9924511944/9924611944,,info@astralifecare.com,True,1
ASTRAGEN LABORATORIES PRIVATE LIMITED,36AAGCA4059A1Z2,"Flat No.103, Plot No. 27,, Venus Residency , Motinagar,",Hyderabad,Hyderabad,500018,,0924688119,astra-gen@rediffmail.com,True,1
ASTRAL LIMITED,09AABCA2951N1ZG,"ARAJI-KHASARA NO.1287 PART,1288,1289,, 1290 PART.1292,1293PART,MOUJA.SHEKHPUR,","KUNDAN ROAD,UNNAO, DIST -UNNAO",UTTAR PRADESH,209801,,9919102130,sunil.dwivedi@astralltd.com,True,1
ATHER POLYURETHANE PRIVATE LIMITED,24AATCA9874G1Z1,"1206, 12th Floor, Satyamev Eminence,, Nr. Sukan Mall,Science City Road,","Sola ,",Ahmedabad,380060,,,knp@epoxypolymers.com,True,1
ATLAS ADHESIVES,09ADRPV3288R1Z2,"D-13,SITE-B,, SURAJPUR INDUSTRIAL AREA,",,GREATER NOIDA(U.P),201306,011-9716111190,91-9716111190,info@atlasadhesives.com,True,1
ATLAS CHEMICAL INDUSTRIES,07ABCFA1258M1ZF,"OFFICE NO. 204, 2ND FLOOR,, PLOT H-8 BEST PLAZA,",NORTH WEST,,110081,,,,True,1
ATLAS CHEMICALS,27AAHPT7595E1Z3,"""PRAMILA APARTMENT "" 1119 B, SHIVAJI, NAGAR LAKAKI ROAD, MODEL COLONY,","NEAR KEDARNATH TEMPLE,",PUNE,411016,91 20 2567 1516 / 17 / 18,,marketing@atlaschem.in,True,1
ATLAS INDUSTRIES,27AFLPS7390P1ZA,"UNIT 1,A-5, BHATIA COMPOUND,, OPP RELIANCE ENERGY OFFICE,","LINK ROAD CHARKOP KANDIVALI WEST,",KANDIVALI,400067,022-29675208,,atlasindustriesgroup@gmail.com,True,1
ATLAS LIFE SCIENCES,,"(A DIVISION OF ATLAS DYECHEM (INDIA) PLT, 3,HARSHED INDUSTIAL ESTATE","OPP.MAMTA NAGAR,BAPUNAGAR",AHMEDABAD,380024,079-26769721-22-23,,harihar.mishra@atlaslifesciences.com,True,1
